season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
2016-17,Aaron Cresswell,DEF,,0,0,0,0,0.0,454,10,0,0,0.0,0.0,2016-08-15T19:00:00Z,0,4,Chelsea,0,0,0,0,1,0,14023,1.0,2.0,0.0,0,0,0,0,55,False,0,1
2016-17,Aaron Lennon,MID,,0,0,6,0,0.3,142,3,0,0,0.9,8.2,2016-08-13T14:00:00Z,15,17,Spurs,0,0,0,0,1,0,13918,1.0,1.0,0.0,1,0,0,0,60,True,0,1
2016-17,Aaron Ramsey,MID,,0,0,5,0,4.9,16,8,3,0,3.0,2.2,2016-08-14T15:00:00Z,60,9,Liverpool,0,0,0,0,1,0,163170,4.0,3.0,23.0,2,0,0,0,80,True,0,1
2016-17,Abdoulaye Doucouré,MID,,0,0,0,0,0.0,482,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,13,Southampton,0,0,0,0,1,0,1051,1.0,1.0,0.0,0,0,0,0,50,False,0,1
2016-17,Adam Forshaw,MID,,0,0,3,0,1.3,286,6,1,0,0.3,2.0,2016-08-13T14:00:00Z,69,14,Stoke,0,0,0,0,1,0,2723,1.0,1.0,0.0,1,0,0,0,45,True,1,1
2016-17,Adam Lallana,MID,,1,2,33,0,33.7,205,8,3,1,14.2,51.2,2016-08-14T15:00:00Z,75,1,Arsenal,0,0,0,0,1,0,155525,4.0,3.0,57.0,11,0,0,0,70,False,1,1
2016-17,Adam Smith,DEF,,0,0,23,0,4.3,34,9,3,1,7.4,42.4,2016-08-14T12:30:00Z,90,11,Man Utd,0,0,0,0,1,0,21505,3.0,1.0,27.0,7,0,0,0,45,True,0,1
2016-17,Adrián San Miguel del Castillo,GK,,0,0,16,0,0.0,450,10,2,0,3.0,29.8,2016-08-15T19:00:00Z,90,4,Chelsea,0,0,0,0,1,4,94480,1.0,2.0,0.0,2,0,0,0,50,False,0,1
2016-17,Alex Iwobi,MID,,1,0,12,0,17.5,21,8,3,0,3.4,16.6,2016-08-14T15:00:00Z,58,9,Liverpool,0,0,0,0,1,0,48146,4.0,3.0,0.0,3,0,0,0,60,True,1,1
2016-17,Alex McCarthy,GK,,0,0,0,0,0.0,101,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,18,Watford,0,0,0,0,1,0,8821,1.0,1.0,0.0,0,0,0,0,45,True,0,1
2016-17,Alex Oxlade-Chamberlain,MID,,0,0,23,0,6.5,18,8,1,1,6.5,39.4,2016-08-14T15:00:00Z,32,9,Liverpool,0,0,0,0,1,0,41083,4.0,3.0,19.0,6,0,0,0,60,True,0,1
2016-17,Andreas Pereira,MID,,0,0,0,0,0.0,263,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,2632,3.0,1.0,0.0,0,0,0,0,45,False,0,1
2016-17,Andrew Robertson,DEF,,0,0,14,0,1.8,152,4,1,0,1.7,14.8,2016-08-13T11:30:00Z,90,8,Leicester,0,0,0,0,1,0,32036,1.0,2.0,0.0,2,0,0,0,45,True,0,1
2016-17,Andre Gray,FWD,,0,0,-3,0,2.3,68,1,1,0,4.3,0.0,2016-08-13T14:00:00Z,90,16,Swansea,0,0,0,0,1,0,410883,1.0,0.0,42.0,2,0,0,0,65,True,0,1
2016-17,Andros Townsend,MID,,0,0,17,0,32.8,120,2,1,0,10.2,23.2,2016-08-13T14:00:00Z,90,19,West Brom,0,0,0,0,1,0,223526,1.0,0.0,46.0,2,0,0,0,65,True,0,1
2016-17,André Ayew,MID,,0,0,5,0,1.2,374,10,0,0,0.5,0.2,2016-08-15T19:00:00Z,34,4,Chelsea,0,0,0,0,1,0,306332,1.0,2.0,4.0,1,0,0,0,75,False,0,1
2016-17,Andy Carroll,FWD,,0,0,7,0,17.0,468,10,2,0,3.2,10.6,2016-08-15T19:00:00Z,90,4,Chelsea,0,0,0,0,1,0,268504,1.0,2.0,4.0,2,0,0,0,65,False,0,1
2016-17,Angelo Ogbonna,DEF,,0,0,0,0,0.0,456,10,0,0,0.0,0.0,2016-08-15T19:00:00Z,0,4,Chelsea,0,0,0,0,1,0,45667,1.0,2.0,0.0,0,0,0,0,50,False,0,1
2016-17,Anthony Martial,FWD,,2,3,35,0,37.3,267,9,1,0,10.4,38.8,2016-08-14T12:30:00Z,84,2,Bournemouth,0,0,0,0,1,0,213574,3.0,1.0,28.0,11,0,0,0,95,False,0,1
2016-17,Arthur Masuaku,DEF,,0,0,19,0,1.4,505,10,2,0,1.8,16.4,2016-08-15T19:00:00Z,90,4,Chelsea,0,0,0,0,1,0,7272,1.0,2.0,0.0,1,0,0,0,50,False,0,1
2016-17,Ashley Barnes,FWD,,0,0,0,0,0.0,70,1,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,16,Swansea,0,0,0,0,1,0,3649,1.0,0.0,0.0,0,0,0,0,45,True,0,1
2016-17,Ashley Young,DEF,,0,0,0,0,0.0,260,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,3019,3.0,1.0,0.0,0,0,0,0,55,False,0,1
2016-17,Bamidele Alli,MID,,0,0,6,0,16.9,398,3,1,0,3.0,2.2,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,415753,1.0,1.0,11.0,2,0,0,0,85,False,0,1
2016-17,Benjamin Chilwell,DEF,,0,0,0,0,0.0,496,4,0,0,0.0,0.0,2016-08-13T11:30:00Z,0,7,Hull,0,0,0,0,1,0,8192,1.0,2.0,0.0,0,0,0,0,45,False,0,1
2016-17,Ben Davies,DEF,,0,0,0,0,0.0,386,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,Everton,0,0,0,0,1,0,9018,1.0,1.0,0.0,0,0,0,0,50,False,0,1
2016-17,Ben Foster,GK,,0,3,32,1,10.0,430,2,0,0,3.4,23.6,2016-08-13T14:00:00Z,90,5,Crystal Palace,0,0,0,0,1,4,173290,1.0,0.0,0.0,10,0,0,0,45,False,0,1
2016-17,Ben Gibson,DEF,,0,0,6,0,0.1,278,6,1,0,1.7,10.4,2016-08-13T14:00:00Z,90,14,Stoke,0,0,0,0,1,0,17473,1.0,1.0,6.0,2,0,0,0,45,True,0,1
2016-17,Ben Mee,DEF,,0,0,15,0,0.6,56,1,1,0,2.3,18.8,2016-08-13T14:00:00Z,90,16,Swansea,0,0,0,0,1,0,21801,1.0,0.0,4.0,2,0,0,0,45,True,0,1
2016-17,Branislav Ivanovic,DEF,,0,0,15,0,12.9,76,10,1,0,7.2,18.4,2016-08-15T19:00:00Z,90,20,West Ham,0,0,0,0,1,0,208363,1.0,2.0,41.0,2,0,0,0,60,True,0,1
2016-17,Callum Wilson,FWD,,0,0,-1,0,10.8,49,9,3,0,1.5,0.0,2016-08-14T12:30:00Z,66,11,Man Utd,0,0,0,0,1,0,100715,3.0,1.0,9.0,2,0,0,0,65,True,0,1
2016-17,Calum Chambers,DEF,,0,0,26,0,0.5,11,8,4,1,7.6,48.8,2016-08-14T15:00:00Z,90,9,Liverpool,0,0,0,0,1,0,63607,4.0,3.0,27.0,6,0,0,0,45,True,0,1
2016-17,Cameron Carter-Vickers,DEF,,0,0,0,0,0.0,501,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,Everton,0,0,0,0,1,0,1619,1.0,1.0,0.0,0,0,0,0,45,False,0,1
2016-17,Charlie Austin,FWD,,0,0,2,0,1.0,314,7,0,0,1.0,0.0,2016-08-13T14:00:00Z,8,18,Watford,0,0,0,0,1,0,60547,1.0,1.0,11.0,1,0,0,0,65,True,0,1
2016-17,Cheikhou Kouyaté,MID,,0,0,7,0,12.5,459,10,2,0,3.3,18.6,2016-08-15T19:00:00Z,90,4,Chelsea,0,0,0,0,1,0,90912,1.0,2.0,2.0,2,0,0,0,55,False,0,1
2016-17,Christian Benteke,FWD,,0,0,0,0,0.0,213,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,80353,4.0,3.0,0.0,0,0,0,0,75,False,0,1
2016-17,Christian Eriksen,MID,,0,0,3,0,32.5,394,3,1,0,6.3,14.2,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,401003,1.0,1.0,16.0,2,0,0,0,85,False,0,1
2016-17,Christian Fuchs,DEF,,0,0,17,0,13.8,168,4,2,0,5.6,25.4,2016-08-13T11:30:00Z,90,7,Hull,0,0,0,0,1,0,418306,1.0,2.0,17.0,0,0,0,0,55,False,1,1
2016-17,Christian Kabasele,DEF,,0,0,0,0,0.0,414,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,13,Southampton,0,0,0,0,1,0,2810,1.0,1.0,0.0,0,0,0,0,50,False,0,1
2016-17,Chris Smalling,DEF,,0,0,0,0,0.0,244,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,47027,3.0,1.0,0.0,0,0,0,0,60,False,0,1
2016-17,Connor Wickham,FWD,,0,0,1,0,8.3,122,2,1,0,1.7,0.0,2016-08-13T14:00:00Z,90,19,West Brom,0,0,0,0,1,0,43933,1.0,0.0,13.0,2,0,0,0,60,True,0,1
2016-17,Craig Cathcart,DEF,,0,0,13,0,0.2,408,7,1,0,2.0,16.2,2016-08-13T14:00:00Z,90,13,Southampton,0,0,0,0,1,0,19870,1.0,1.0,4.0,2,0,0,0,45,False,0,1
2016-17,Craig Dawson,DEF,,0,0,18,1,20.0,433,2,0,0,4.6,18.0,2016-08-13T14:00:00Z,90,5,Crystal Palace,0,0,0,0,1,0,98602,1.0,0.0,8.0,5,0,0,0,50,False,1,1
2016-17,Cédric Soares,DEF,,0,0,9,0,3.5,301,7,1,0,3.0,12.6,2016-08-13T14:00:00Z,78,18,Watford,0,0,0,0,1,0,33568,1.0,1.0,14.0,2,0,0,0,50,True,0,1
2016-17,César Azpilicueta,DEF,,1,1,24,0,15.8,77,10,1,0,3.4,12.0,2016-08-15T19:00:00Z,90,20,West Ham,0,0,0,0,1,0,401274,1.0,2.0,6.0,5,0,0,0,60,True,1,1
2016-17,Daniel Amartey,DEF,,0,0,6,0,10.5,182,4,0,0,1.9,8.0,2016-08-13T11:30:00Z,23,7,Hull,0,0,0,0,1,0,2315,1.0,2.0,0.0,1,0,0,0,45,False,0,1
2016-17,Danny Ings,FWD,,0,0,0,0,0.0,216,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,23069,4.0,3.0,0.0,0,0,0,0,60,False,0,1
2016-17,Danny Rose,DEF,,0,0,9,0,4.9,383,3,1,0,5.0,15.0,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,231927,1.0,1.0,30.0,2,0,0,0,60,False,0,1
2016-17,Danny Welbeck,FWD,,0,0,0,0,0.0,26,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,Liverpool,0,0,0,0,1,0,2706,4.0,3.0,0.0,0,0,0,0,75,True,0,1
2016-17,Dan Gosling,MID,,0,0,0,0,0.0,43,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,11,Man Utd,0,0,0,0,1,0,8026,3.0,1.0,0.0,0,0,0,0,50,True,0,1
2016-17,Darren Randolph,GK,,0,0,0,0,0.0,451,10,0,0,0.0,0.0,2016-08-15T19:00:00Z,0,4,Chelsea,0,0,0,0,1,0,24570,1.0,2.0,0.0,0,0,0,0,45,False,0,1
2016-17,David de Gea,GK,,0,0,10,0,0.0,242,9,1,0,1.7,17.2,2016-08-14T12:30:00Z,90,2,Bournemouth,0,0,0,0,1,2,1392043,3.0,1.0,0.0,2,0,0,0,55,False,0,1
2016-17,DeAndre Yedlin,DEF,,0,0,0,0,0.0,389,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,Everton,0,0,0,0,1,0,18916,1.0,1.0,0.0,0,0,0,0,45,False,0,1
2016-17,Demarai Gray,MID,,1,0,16,0,2.9,181,4,2,0,2.2,1.6,2016-08-13T11:30:00Z,67,7,Hull,0,0,0,0,1,0,19681,1.0,2.0,17.0,5,0,0,0,50,False,0,1
2016-17,Diego Da Silva Costa,FWD,,0,0,23,0,11.6,97,10,1,1,9.6,39.4,2016-08-15T19:00:00Z,90,20,West Ham,0,0,0,0,1,0,210643,1.0,2.0,45.0,5,0,0,0,95,True,1,1
2016-17,Divock Origi,FWD,,0,0,1,0,10.5,217,8,0,0,1.4,3.2,2016-08-14T15:00:00Z,15,1,Arsenal,0,0,0,0,1,0,205220,4.0,3.0,0.0,1,0,0,0,70,False,0,1
2016-17,Eldin Jakupovic,GK,,0,0,16,0,0.0,147,4,1,0,2.5,25.2,2016-08-13T11:30:00Z,90,8,Leicester,0,0,0,0,1,4,451193,1.0,2.0,0.0,3,0,0,0,40,True,0,1
2016-17,Eric Bailly,DEF,,0,0,22,0,0.5,255,9,1,0,2.2,21.2,2016-08-14T12:30:00Z,90,2,Bournemouth,0,0,0,0,1,0,369096,3.0,1.0,0.0,2,0,0,0,55,False,0,1
2016-17,Eric Dier,DEF,,0,0,8,0,1.0,390,3,1,0,1.4,13.4,2016-08-13T14:00:00Z,55,6,Everton,0,0,0,0,1,0,521940,1.0,1.0,0.0,1,0,0,0,55,False,0,1
2016-17,Erik Lamela,MID,,0,2,26,0,9.4,393,3,1,1,8.7,39.6,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,279629,1.0,1.0,38.0,9,0,0,0,70,False,0,1
2016-17,Erik Pieters,DEF,,0,0,15,0,21.3,321,6,1,0,3.8,16.6,2016-08-13T14:00:00Z,90,12,Middlesbrough,0,0,0,0,1,0,185596,1.0,1.0,0.0,2,0,0,0,45,False,0,1
2016-17,Fabian Delph,MID,,0,0,2,0,3.1,227,5,1,0,0.5,0.0,2016-08-13T16:30:00Z,27,15,Sunderland,0,0,0,0,1,0,6568,1.0,2.0,2.0,1,0,0,0,50,True,0,1
2016-17,Federico Fernández,DEF,,0,0,22,1,0.1,363,1,0,0,3.4,26.8,2016-08-13T14:00:00Z,90,3,Burnley,0,0,0,0,1,0,89495,1.0,0.0,7.0,5,0,0,0,45,False,1,1
2016-17,Fernando Luiz Rosa,DEF,,0,0,17,0,6.8,233,5,1,0,2.5,18.6,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,0,67683,1.0,2.0,0.0,2,0,0,0,55,True,0,1
2016-17,Fraser Forster,GK,,0,0,7,0,0.0,294,7,1,0,0.2,2.0,2016-08-13T14:00:00Z,90,18,Watford,0,0,0,0,1,0,171065,1.0,1.0,0.0,2,0,0,0,50,True,0,1
2016-17,Gary Cahill,DEF,,0,0,13,0,0.7,78,10,1,0,2.6,12.8,2016-08-15T19:00:00Z,90,20,West Ham,0,0,0,0,1,0,188678,1.0,2.0,12.0,2,0,0,0,60,True,0,1
2016-17,Georginio Wijnaldum,MID,,1,0,23,0,24.1,485,8,3,0,5.6,22.4,2016-08-14T15:00:00Z,87,1,Arsenal,0,0,0,0,1,0,140125,4.0,3.0,9.0,5,0,0,0,80,False,0,1
2016-17,Granit Xhaka,MID,,0,0,-5,0,4.8,24,8,0,0,0.2,0.0,2016-08-14T15:00:00Z,24,9,Liverpool,0,0,0,0,1,0,226601,4.0,3.0,0.0,0,0,0,0,55,True,1,1
2016-17,Gylfi Sigurdsson,MID,,0,0,3,0,5.6,368,1,0,0,2.1,8.4,2016-08-13T14:00:00Z,31,3,Burnley,0,0,0,0,1,0,283252,1.0,0.0,7.0,1,0,0,0,75,False,0,1
2016-17,Harrison Reed,MID,,0,0,0,0,0.0,307,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,18,Watford,0,0,0,0,1,0,1998,1.0,1.0,0.0,0,0,0,0,45,True,0,1
2016-17,Harry Arter,MID,,0,0,15,0,6.6,37,9,3,0,2.1,13.0,2016-08-14T12:30:00Z,90,11,Man Utd,0,0,0,0,1,0,5155,3.0,1.0,1.0,2,0,0,0,50,True,0,1
2016-17,Harry Kane,FWD,,0,0,5,0,15.3,403,3,1,0,1.9,0.0,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,618838,1.0,1.0,4.0,2,0,0,0,110,False,0,1
2016-17,Harry Maguire,DEF,,0,0,0,0,0.0,153,4,0,0,0.0,0.0,2016-08-13T11:30:00Z,0,8,Leicester,0,0,0,0,1,0,491,1.0,2.0,0.0,0,0,0,0,45,True,0,1
2016-17,Harry Winks,MID,,0,0,0,0,0.0,513,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,Everton,0,0,0,0,1,0,0,1.0,1.0,0.0,0,0,0,0,45,False,0,1
2016-17,Heung-Min Son,MID,,0,0,0,0,0.0,402,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,Everton,0,0,0,0,1,0,1534,1.0,1.0,0.0,0,0,0,0,75,False,0,1
2016-17,Hugo Lloris,GK,,0,0,10,0,0.0,380,3,1,0,2.5,25.2,2016-08-13T14:00:00Z,34,6,Everton,0,0,0,0,1,3,276062,1.0,1.0,0.0,2,0,0,0,55,False,0,1
2016-17,Héctor Bellerín,DEF,,0,0,9,0,6.8,6,8,4,0,2.8,19.6,2016-08-14T15:00:00Z,90,9,Liverpool,0,0,0,0,1,0,950852,4.0,3.0,2.0,0,0,0,0,65,True,0,1
2016-17,Idrissa Gueye,MID,,0,0,24,0,1.9,488,3,1,0,2.9,17.2,2016-08-13T14:00:00Z,90,17,Spurs,0,0,0,0,1,0,7699,1.0,1.0,10.0,2,0,0,0,50,True,0,1
2016-17,Ilkay Gündogan,MID,,0,0,0,0,0.0,236,5,0,0,0.0,0.0,2016-08-13T16:30:00Z,0,15,Sunderland,0,0,0,0,1,0,21411,1.0,2.0,0.0,0,0,0,0,55,True,0,1
2016-17,Jack Butland,GK,,0,0,0,0,0.0,316,6,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,12,Middlesbrough,0,0,0,0,1,0,172438,1.0,1.0,0.0,0,0,0,0,50,False,0,1
2016-17,Jack Cork,MID,,0,0,18,1,33.4,367,1,0,0,5.8,17.0,2016-08-13T14:00:00Z,90,3,Burnley,0,0,0,0,1,0,4204,1.0,0.0,8.0,3,0,0,0,50,False,0,1
2016-17,Jack Stephens,DEF,,0,0,0,0,0.0,504,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,18,Watford,0,0,0,0,1,0,11659,1.0,1.0,0.0,0,0,0,0,40,True,0,1
2016-17,Jack Wilshere,MID,,0,0,0,0,0.0,17,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,Liverpool,0,0,0,0,1,0,5677,4.0,3.0,0.0,0,0,0,0,60,True,0,1
2016-17,Jake Livermore,MID,,0,0,13,0,0.0,157,4,1,0,2.5,25.4,2016-08-13T11:30:00Z,90,8,Leicester,0,0,0,0,1,0,4169,1.0,2.0,0.0,2,0,0,0,50,True,0,1
2016-17,James McArthur,MID,,0,0,0,0,0.0,114,2,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,19,West Brom,0,0,0,0,1,0,979,1.0,0.0,0.0,0,0,0,0,50,True,0,1
2016-17,James McCarthy,MID,,0,0,11,0,2.1,136,3,1,0,2.4,21.4,2016-08-13T14:00:00Z,90,17,Spurs,0,0,0,0,1,0,11237,1.0,1.0,0.0,2,0,0,0,50,True,0,1
2016-17,James Milner,MID,,0,0,0,0,0.0,208,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,27989,4.0,3.0,0.0,0,0,0,0,65,False,0,1
2016-17,James Tarkowski,DEF,,0,0,0,0,0.0,59,1,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,16,Swansea,0,0,0,0,1,0,45073,1.0,0.0,0.0,0,0,0,0,40,True,0,1
2016-17,James Tomkins,DEF,,0,0,0,0,0.0,103,2,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,19,West Brom,0,0,0,0,1,0,2891,1.0,0.0,0.0,0,0,0,0,50,True,0,1
2016-17,James Ward-Prowse,MID,,0,0,8,0,14.3,306,7,1,0,2.2,5.0,2016-08-13T14:00:00Z,54,18,Watford,0,0,0,0,1,0,12530,1.0,1.0,3.0,1,0,0,0,55,True,0,1
2016-17,Jamie Vardy,FWD,,0,0,1,0,22.5,184,4,2,0,5.8,3.2,2016-08-13T11:30:00Z,90,7,Hull,0,0,0,0,1,0,864018,1.0,2.0,32.0,2,0,0,0,100,False,0,1
2016-17,Jarrod Bowen,MID,,0,0,0,0,0.0,516,4,0,0,0.0,0.0,2016-08-13T11:30:00Z,0,8,Leicester,0,0,0,0,1,0,0,1.0,2.0,0.0,0,0,0,0,45,True,0,1
2016-17,Jay Rodriguez,FWD,,0,0,0,0,0.0,311,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,18,Watford,0,0,0,0,1,0,17749,1.0,1.0,0.0,0,0,0,0,65,True,0,1
2016-17,Jeffrey Schlupp,MID,,0,0,0,0,0.0,169,4,0,0,0.0,0.0,2016-08-13T11:30:00Z,0,7,Hull,0,0,0,0,1,0,18404,1.0,2.0,0.0,0,0,0,0,50,False,0,1
2016-17,Jesse Lingard,MID,,0,0,0,0,0.0,266,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,37371,3.0,1.0,0.0,0,0,0,0,60,False,0,1
2016-17,Joel Matip,DEF,,0,0,0,0,0.0,199,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,63135,4.0,3.0,0.0,0,0,0,0,55,False,0,1
2016-17,Joel Robles,GK,,0,0,0,0,0.0,123,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,17,Spurs,0,0,0,0,1,0,4480,1.0,1.0,0.0,0,0,0,0,50,True,0,1
2016-17,Joel Ward,DEF,,0,0,5,0,3.3,105,2,1,0,1.6,4.8,2016-08-13T14:00:00Z,90,19,West Brom,0,0,0,0,1,0,39093,1.0,0.0,8.0,2,0,0,0,50,True,0,1
2016-17,Joe Hart,GK,,0,0,0,0,0.0,218,5,0,0,0.0,0.0,2016-08-13T16:30:00Z,0,15,Sunderland,0,0,0,0,1,0,200797,1.0,2.0,0.0,0,0,0,0,55,True,0,1
2016-17,Johann Berg Gudmundsson,MID,,0,0,1,0,1.2,473,1,1,0,1.0,1.0,2016-08-13T14:00:00Z,16,16,Swansea,0,0,0,0,1,0,11259,1.0,0.0,8.0,1,0,0,0,55,True,0,1
2016-17,John Stones,DEF,,0,0,15,0,2.8,128,5,1,0,1.7,12.4,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,0,1062693,1.0,2.0,2.0,2,0,0,0,50,True,0,1
2016-17,Jonathan Leko,MID,,0,0,0,0,0.0,445,2,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,5,Crystal Palace,0,0,0,0,1,0,14668,1.0,0.0,0.0,0,0,0,0,45,False,0,1
2016-17,Jonny Evans,DEF,,0,0,20,1,1.0,431,2,0,0,1.5,13.6,2016-08-13T14:00:00Z,90,5,Crystal Palace,0,0,0,0,1,0,265977,1.0,0.0,0.0,5,0,0,0,45,False,1,1
2016-17,Jordan Henderson,MID,,0,0,16,0,28.9,201,8,3,0,5.2,15.0,2016-08-14T15:00:00Z,90,1,Arsenal,0,0,0,0,1,0,31153,4.0,3.0,8.0,2,0,0,0,65,False,0,1
2016-17,Jordan Pickford,GK,,0,0,0,0,0.0,340,5,0,0,0.0,0.0,2016-08-13T16:30:00Z,0,10,Man City,0,0,0,0,1,0,303061,1.0,2.0,0.0,0,0,0,0,40,False,0,1
2016-17,Joseph Gomez,DEF,,0,0,0,0,0.0,195,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,1039,4.0,3.0,0.0,0,0,0,0,50,False,0,1
2016-17,Joshua King,FWD,,0,0,5,0,13.5,48,9,3,0,5.0,4.2,2016-08-14T12:30:00Z,90,11,Man Utd,0,0,0,0,1,0,21974,3.0,1.0,32.0,2,0,0,0,55,True,0,1
2016-17,Juan Mata,MID,,0,0,32,0,16.5,256,9,1,1,11.0,43.0,2016-08-14T12:30:00Z,74,2,Bournemouth,0,0,0,0,1,0,53176,3.0,1.0,50.0,7,0,0,0,75,False,0,1
2016-17,Junior Stanislas,MID,,0,0,0,0,0.0,42,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,11,Man Utd,0,0,0,0,1,0,754,3.0,1.0,0.0,0,0,0,0,55,True,0,1
2016-17,Kasper Schmeichel,GK,,0,0,14,0,0.0,165,4,2,0,2.5,24.6,2016-08-13T11:30:00Z,90,7,Hull,0,0,0,0,1,3,448030,1.0,2.0,0.0,2,0,0,0,50,False,0,1
2016-17,Kelechi Iheanacho,FWD,,0,0,0,0,0.3,241,5,0,0,3.1,2.4,2016-08-13T16:30:00Z,11,15,Sunderland,0,0,0,0,1,0,62986,1.0,2.0,28.0,1,0,0,0,70,True,0,1
2016-17,Kevin De Bruyne,MID,,0,0,6,0,25.9,235,5,1,0,5.2,3.2,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,0,176498,1.0,2.0,23.0,2,0,0,0,105,True,0,1
2016-17,Kieran Gibbs,DEF,,0,0,0,0,0.0,7,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,Liverpool,0,0,0,0,1,0,22607,4.0,3.0,0.0,0,0,0,0,50,True,0,1
2016-17,Kieran Trippier,DEF,,0,0,0,0,0.0,387,3,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,Everton,0,0,0,0,1,0,4987,1.0,1.0,0.0,0,0,0,0,50,False,0,1
2016-17,Kurt Zouma,DEF,,0,0,0,0,0.0,79,10,0,0,0.0,0.0,2016-08-15T19:00:00Z,0,20,West Ham,0,0,0,0,1,0,8942,1.0,2.0,0.0,0,0,0,0,55,True,0,1
2016-17,Kyle Walker,DEF,,1,1,25,0,41.8,384,3,1,0,8.8,38.4,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,543814,1.0,1.0,8.0,6,0,0,0,55,False,0,1
2016-17,Lewis Cook,MID,,0,0,10,0,14.3,47,9,3,0,2.5,7.0,2016-08-14T12:30:00Z,80,11,Man Utd,0,0,0,0,1,0,15331,3.0,1.0,4.0,2,0,0,0,45,True,0,1
2016-17,Loris Karius,GK,,0,0,0,0,0.0,189,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,10397,4.0,3.0,0.0,0,0,0,0,50,False,0,1
2016-17,Lukasz Fabianski,GK,,0,1,30,1,0.0,356,1,0,0,1.9,19.4,2016-08-13T14:00:00Z,90,3,Burnley,0,0,0,0,1,3,54385,1.0,0.0,0.0,8,0,0,0,50,False,0,1
2016-17,Luke Shaw,DEF,,0,0,14,0,2.0,247,9,1,0,1.8,15.6,2016-08-14T12:30:00Z,90,2,Bournemouth,0,0,0,0,1,0,602039,3.0,1.0,0.0,2,0,0,0,55,False,0,1
2016-17,Lys Mousset,FWD,,0,0,0,0,0.0,53,9,0,0,0.0,0.0,2016-08-14T12:30:00Z,0,11,Man Utd,0,0,0,0,1,0,2498,3.0,1.0,0.0,0,0,0,0,55,True,0,1
2016-17,Mamadou Sakho,DEF,,0,0,0,0,0.0,190,8,0,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,3971,4.0,3.0,0.0,0,0,0,0,50,False,0,1
